country_code,country_id,product,product_code,flow,unit,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
233,Estonia,sawnwood,16,EXPORTS,1000 m3,102.55,79.24,73.07,92.01,109.52,93.22,90.18,102.31,134.55,113.62,120.57,133.67,121.24,114.61,96.54
233,Estonia,sawnwood,16,EXPORTS,1000 US$,43339.27,41317.33,29848.52,39136.25,50082.19,48383.01,47210.05,46053.59,61083.98,56038.82,55240.78,65694.03,53870.19,39799.24,48367.0
233,Estonia,sawnwood,16,IMPORTS,1000 m3,58.86,69.94,45.63,49.48,63.64,80.16,59.79,85.22,99.12,97.75,109.23,139.2,152.52,145.73,176.59
233,Estonia,sawnwood,16,IMPORTS,1000 US$,24883.85,33593.92,18879.77,22133.01,33394.79,34199.12,30152.27,37591.56,34917.83,38232.68,45209.56,57963.22,63142.08,53514.64,78181.48
233,Estonia,sawnwood,16,PRODUCTION,1000 m3,121.7,128.69,109.88,130.0,134.29,121.88,139.9,116.05,145.82,120.0,165.0,102.89,100.0,150.0,150.0
233,Estonia,sawnwood,16,EXPORTS,1000 m3,0.0,0.04,0.07,0.15,0.41,0.32,0.49,1.27,0.38,1.12,0.16,0.47,0.96,2.38,2.48
233,Estonia,sawnwood,16,EXPORTS,1000 US$,4.01,236.89,29.83,228.96,423.5,161.38,176.26,670.33,98.89,316.93,143.35,196.78,984.19,2119.78,2459.3
233,Estonia,sawnwood,16,IMPORTS,1000 m3,0.99,0.8,0.36,0.25,0.82,0.34,0.52,1.02,0.4,0.57,0.23,0.96,2.74,4.65,5.08
233,Estonia,sawnwood,16,IMPORTS,1000 US$,1309.08,1222.71,611.04,460.48,1196.42,429.14,897.09,1135.93,629.67,708.42,303.1,1124.39,2308.31,3983.62,4466.34
233,Estonia,sawnwood,16,PRODUCTION,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,wood-based panels,24,EXPORTS,1000 m3,324.78,284.93,196.34,276.59,294.58,302.66,359.98,380.21,361.64,338.36,352.43,376.78,383.71,395.03,484.43
233,Estonia,wood-based panels,24,EXPORTS,1000 US$,152952.72,137814.62,101941.14,139932.14,156731.18,150894.73,166288.68,162339.59,137413.47,138736.95,166974.44,204658.66,216469.19,234505.06,317057.32
233,Estonia,wood-based panels,24,IMPORTS,1000 m3,254.12,176.16,130.24,175.6,193.24,180.95,202.77,206.71,228.64,253.23,275.4,344.18,334.48,345.12,399.49
233,Estonia,wood-based panels,24,IMPORTS,1000 US$,123474.81,89570.01,51521.82,69196.21,81922.08,82005.18,95383.0,94209.55,80086.58,82106.39,100768.38,129743.39,119417.91,121691.2,189367.54
233,Estonia,wood-based panels,24,PRODUCTION,1000 m3,402.18,421.57,209.62,338.39,359.23,330.67,382.37,413.29,495.72,457.32,583.32,646.76,498.06,539.0,590.29
233,Estonia,veneer sheets,19,EXPORTS,1000 m3,19.2,15.33,18.62,27.95,29.3,36.37,75.15,85.73,93.52,84.18,68.33,78.18,56.92,57.05,91.84
233,Estonia,veneer sheets,19,EXPORTS,1000 US$,30822.82,29772.73,34689.82,39924.74,37397.87,40469.02,50978.67,53383.09,45576.8,44905.31,47146.39,54873.19,43734.15,45394.33,68281.95
233,Estonia,veneer sheets,19,IMPORTS,1000 m3,5.99,5.46,2.67,2.44,3.96,5.23,3.3,4.29,5.46,5.15,7.04,26.21,47.9,64.62,85.04
233,Estonia,veneer sheets,19,IMPORTS,1000 US$,5610.62,5737.01,4786.99,4000.72,5687.73,7023.07,5116.24,5551.49,5535.79,7682.42,10821.71,17599.7,22042.02,27000.85,39788.89
233,Estonia,veneer sheets,19,PRODUCTION,1000 m3,50.0,48.01,27.62,58.97,40.62,50.48,90.63,109.68,116.35,116.0,181.32,221.22,74.23,104.0,110.3
233,Estonia,veneer sheets,19,EXPORTS,1000 m3,0.55,0.12,0.31,0.28,0.46,0.44,0.57,0.45,0.28,0.19,0.14,0.21,0.29,0.45,0.29
233,Estonia,veneer sheets,19,EXPORTS,1000 US$,488.51,387.45,512.98,354.24,723.22,1084.65,1641.42,1314.77,552.52,301.83,376.04,477.94,466.37,1101.05,616.0
233,Estonia,veneer sheets,19,IMPORTS,1000 m3,0.59,0.74,0.18,0.1,0.29,0.24,0.21,0.05,0.13,0.03,0.05,0.01,0.04,0.91,0.52
233,Estonia,veneer sheets,19,IMPORTS,1000 US$,506.03,797.73,182.11,107.15,164.52,244.08,181.98,204.1,188.45,106.97,187.6,98.34,124.52,263.37,285.95
233,Estonia,veneer sheets,19,PRODUCTION,1000 m3,0.0,0.0,0.0,13.38,8.44,8.28,11.22,16.54,21.35,20.0,0.32,0.0,0.54,0.3,0.3
233,Estonia,veneer sheets,19,EXPORTS,1000 m3,18.65,15.2,18.31,27.66,28.84,35.93,74.58,85.28,93.23,83.99,68.19,77.97,56.62,56.6,91.54
233,Estonia,veneer sheets,19,EXPORTS,1000 US$,30334.31,29385.28,34176.83,39570.5,36674.64,39384.37,49337.24,52068.32,45024.28,44603.47,46770.35,54395.25,43267.78,44293.27,67665.95
233,Estonia,veneer sheets,19,IMPORTS,1000 m3,5.4,4.72,2.48,2.33,3.67,4.99,3.09,4.23,5.32,5.12,6.98,26.19,47.85,63.7,84.51
233,Estonia,veneer sheets,19,IMPORTS,1000 US$,5104.58,4939.28,4604.88,3893.56,5523.21,6778.99,4934.25,5347.38,5347.33,7575.45,10634.11,17501.36,21917.5,26737.48,39502.94
233,Estonia,veneer sheets,19,PRODUCTION,1000 m3,50.0,48.01,27.62,45.59,32.17,42.2,79.41,93.13,95.0,96.0,181.0,221.22,73.68,103.7,110.0
233,Estonia,veneer sheets,19,EXPORTS,1000 m3,2.06,1.48,0.87,0.55,0.99,0.14,0.07,0.01,0.01,0.01,0.0,0.36,0.0,0.03,0.0
233,Estonia,veneer sheets,19,EXPORTS,1000 US$,792.23,598.01,428.73,181.82,477.17,200.64,166.56,47.7,40.17,23.97,19.42,35.2,42.09,112.25,70.08
233,Estonia,veneer sheets,19,IMPORTS,1000 m3,0.26,0.41,0.02,0.15,0.27,0.22,0.14,0.04,0.06,0.05,0.05,0.08,0.07,0.07,0.07
233,Estonia,veneer sheets,19,IMPORTS,1000 US$,417.94,573.37,141.8,385.34,647.33,523.73,480.84,83.22,151.16,163.51,329.75,527.78,569.25,489.91,621.67
233,Estonia,veneer sheets,19,PRODUCTION,1000 m3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,wood-based panels,24,EXPORTS,1000 m3,305.58,269.6,177.71,248.64,265.28,266.28,284.82,294.47,268.12,254.17,284.09,298.59,326.79,337.97,392.59
233,Estonia,wood-based panels,24,EXPORTS,1000 US$,122129.89,108041.88,67251.32,100007.4,119333.3,110425.7,115310.01,108956.49,91836.66,93831.63,119828.04,149785.46,172735.03,189110.72,248775.37
233,Estonia,wood-based panels,24,IMPORTS,1000 m3,248.13,170.7,127.56,173.16,189.28,175.72,199.46,202.42,223.18,248.07,268.36,317.97,286.58,280.5,314.45
233,Estonia,wood-based panels,24,IMPORTS,1000 US$,117864.18,83833.0,46734.82,65195.48,76234.34,74982.1,90266.76,88658.06,74550.79,74423.96,89946.67,112143.68,97375.88,94690.34,149578.64
233,Estonia,wood-based panels,24,PRODUCTION,1000 m3,352.18,373.56,182.0,279.41,318.61,280.18,291.74,303.6,379.36,341.32,402.0,425.53,423.83,435.0,480.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,66.71,34.11,39.04,66.15,60.07,55.88,55.2,47.87,50.99,64.15,95.94,120.38,150.06,176.03,205.87
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,54738.87,34534.47,26836.85,49088.31,54179.46,47554.93,49359.99,41059.1,40906.09,48772.81,73617.34,100063.37,124687.69,141047.43,187341.38
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,140.71,78.38,50.76,79.09,79.12,73.55,93.9,82.4,83.73,100.93,105.38,143.65,113.09,92.71,117.56
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,70106.07,44308.71,20225.05,35557.15,41365.92,37870.49,49162.44,44669.08,34403.92,33922.11,42694.12,55119.96,44530.26,37511.75,67623.69
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,30.0,80.52,21.8,39.11,42.52,45.02,46.8,46.95,47.76,53.15,92.0,121.94,140.45,168.0,190.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,8.68,4.31,2.03,14.32,5.62,4.32,6.6,4.28,4.59,6.77,4.5,5.37,9.62,10.62,13.66
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,5773.23,3111.83,1611.34,10918.46,4852.47,3732.85,5242.29,3241.92,3431.93,4329.38,3303.64,4206.26,5684.69,6840.92,9040.55
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,23.72,13.41,2.0,19.1,11.64,9.79,17.8,10.61,12.27,19.48,24.3,28.81,23.93,11.6,19.17
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,8155.31,6475.61,1211.96,8574.65,5740.98,4597.76,8460.55,5428.64,5062.25,7647.13,10377.35,13104.44,9929.14,5780.03,10726.7
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,58.02,29.79,37.01,51.82,54.45,51.56,48.6,43.59,46.4,57.37,91.43,115.01,140.44,165.41,192.2
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,48965.63,31422.63,25225.51,38169.84,49326.99,43822.07,44117.69,37817.17,37474.16,44443.43,70313.7,95857.11,119003.0,134206.51,178300.83
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,116.99,64.96,48.76,59.98,67.47,63.76,76.09,71.79,71.45,81.45,81.08,114.83,89.15,81.11,98.38
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,61950.75,37833.09,19013.09,26982.5,35624.94,33272.73,40701.88,39240.43,29341.67,26274.97,32316.77,42015.52,34601.12,31731.71,56896.99
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,30.0,80.52,21.8,39.11,42.52,45.02,46.8,46.95,47.76,53.15,92.0,121.94,140.45,168.0,190.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,4.87,1.08,0.01,0.14,0.04,0.11,0.03,0.11,0.21,0.01,0.44,0.45,0.56,0.44,0.55
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,3243.52,806.95,13.43,158.81,70.53,187.51,35.44,115.82,150.41,23.39,299.42,421.12,484.08,305.91,450.69
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,0.36,0.4,0.08,0.29,0.57,0.38,1.01,0.45,0.42,0.2,1.44,0.83,0.94,0.5,0.92
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,332.65,509.02,72.85,361.21,575.11,413.08,626.8,757.25,641.8,268.04,1001.55,655.07,714.6,473.25,906.32
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,200.89,201.54,104.1,130.72,148.31,137.67,154.04,157.6,129.86,98.71,98.21,94.99,86.6,83.8,103.97
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,50964.17,57077.65,26961.74,32392.72,46087.08,45016.19,46717.61,45142.73,31647.48,25664.37,26244.59,28851.78,26662.43,26087.64,34441.89
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,56.42,37.86,31.17,35.34,38.41,65.84,68.1,75.92,86.16,89.93,101.14,109.74,109.86,118.33,119.72
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,23385.4,15634.15,10229.69,12505.35,14639.55,19868.14,22315.44,22991.23,19941.18,20577.75,25078.98,31557.09,29834.21,30595.68,45780.57
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,275.39,251.04,133.4,204.3,206.9,157.08,178.31,182.13,253.15,214.52,209.0,205.83,194.63,184.0,210.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.96,94.31,85.37,83.17,103.29
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25576.56,28565.98,26224.76,25599.94,34036.25
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.27,69.8,70.8,73.22,75.54
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17384.28,20312.4,20285.61,20568.49,26909.04
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,205.83,194.63,184.0,210.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,6.0,5.5,0.28,0.19,0.18,0.19,0.23,0.21,0.35,1.01,2.25,0.67,1.23,0.62,0.67
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,2241.36,2209.02,138.71,103.13,123.72,114.07,127.68,69.55,136.09,355.22,668.03,285.79,437.67,487.69,405.63
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,18.48,15.51,14.81,15.77,17.28,23.48,26.87,27.37,31.62,32.78,35.87,39.94,39.06,45.1,44.17
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,6903.55,5595.74,3884.76,5289.19,6442.6,6660.08,8690.1,7859.99,6250.09,6371.69,7694.7,11244.69,9548.59,10027.19,18871.53
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,37.97,33.94,34.55,51.76,56.88,72.73,75.58,88.99,87.26,91.31,89.93,83.22,90.11,78.13,82.75
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,16426.84,16429.76,13452.72,18526.36,19066.75,17854.58,19232.39,22754.66,19283.08,19394.43,19966.1,20870.3,21384.89,21975.64,26992.08
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,50.98,54.44,45.62,58.73,71.73,36.31,37.45,44.09,53.29,57.2,61.83,64.57,63.62,69.45,77.17
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,24372.71,23890.13,16280.07,17132.97,20228.86,17243.46,18788.87,20997.74,20205.68,19924.1,22173.55,25466.61,23011.41,26582.9,36174.36
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,46.78,42.0,26.8,36.0,69.18,78.07,66.63,74.52,78.45,73.65,101.0,97.75,88.74,83.0,80.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,3.89,2.33,1.86,3.25,2.0,3.51,3.04,2.67,2.88,2.31,3.17,2.29,1.96,2.82,7.04
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,5170.66,5997.29,4891.72,6913.93,5024.57,3365.18,2706.8,2464.55,2041.99,1687.9,1817.44,2050.58,1513.69,2725.13,4718.04
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,20.17,35.17,29.63,42.5,55.15,15.18,17.29,20.94,26.28,26.41,29.23,29.64,28.35,28.18,34.47
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,10083.16,10369.5,7379.9,7476.04,9798.7,7005.84,8009.04,9593.39,9089.59,8129.45,9364.8,10993.26,9450.33,10086.19,14592.12
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,10.11,6.09,1.64,9.03,8.79,5.92,5.71,8.81,10.16,13.69,13.42,12.97,16.02,16.05,17.02
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,5095.17,3556.01,1447.89,3836.84,4746.73,3288.85,3268.98,4306.6,4798.39,5805.64,6258.07,7092.53,7633.55,8496.45,10570.25
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,26.27,16.44,11.82,13.83,13.7,18.37,18.3,21.65,24.86,26.05,28.92,31.33,32.05,37.82,38.12
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,11953.96,12433.6,7883.48,8781.05,9091.44,9293.97,10038.25,10665.79,10260.0,10675.3,11824.91,13538.31,12744.6,15542.1,19742.27
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,engineered wood products,4,EXPORTS,1000 m3,23.96,25.5,31.04,39.47,46.09,63.29,66.82,77.5,74.21,75.29,73.33,67.95,72.13,59.26,58.68
233,Estonia,engineered wood products,4,EXPORTS,1000 US$,6161.01,6876.45,7113.1,7775.58,9295.44,11200.54,13256.6,15983.5,12442.69,11900.89,11890.57,11727.19,12237.65,10754.05,11703.78
233,Estonia,engineered wood products,4,IMPORTS,1000 m3,4.53,2.83,4.15,2.39,2.88,2.74,1.85,1.49,2.15,4.74,3.67,3.58,3.21,3.44,4.57
233,Estonia,engineered wood products,4,IMPORTS,1000 US$,2335.58,1087.02,1016.67,875.87,1338.71,943.64,741.58,738.55,856.08,1119.34,983.83,935.04,816.47,954.61,1839.96
233,Estonia,engineered wood products,4,PRODUCTION,1000 m3,40.85,42.0,26.8,36.0,69.18,78.07,66.63,74.52,78.45,73.65,101.0,97.75,88.74,83.0,80.0
233,Estonia,pulpwood,11,EXPORTS,1000 m.t.,126.37,125.38,133.93,132.83,143.7,146.39,138.01,173.4,173.79,193.11,182.94,177.02,186.32,197.75,224.77
233,Estonia,pulpwood,11,EXPORTS,1000 US$,82252.63,86929.92,65737.56,88504.35,90219.79,84716.02,84284.7,101725.78,89657.49,95371.16,101362.29,115064.05,102228.57,98962.5,133629.53
233,Estonia,pulpwood,11,IMPORTS,1000 m.t.,0.21,0.42,0.1,0.04,1.58,12.29,21.58,27.57,41.6,35.2,33.57,17.01,55.18,47.37,49.07
233,Estonia,pulpwood,11,IMPORTS,1000 US$,186.4,250.46,63.68,43.85,1189.95,6780.35,13317.95,17649.77,23737.06,18222.47,20417.68,13785.6,29876.19,21880.78,32422.1
233,Estonia,pulpwood,11,PRODUCTION,1000 m.t.,190.2,200.22,199.1,220.77,220.78,232.85,223.87,234.76,233.89,238.62,239.0,234.95,222.25,246.0,260.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,126.36,125.36,133.93,132.55,140.7,143.32,131.75,157.41,155.09,158.29,152.46,154.46,145.49,157.5,189.86
233,Estonia,woodpulp,27,EXPORTS,1000 US$,82177.63,86913.52,65737.54,88219.4,87897.17,82460.1,80002.79,91287.45,78423.78,76398.03,82200.46,99065.37,77039.27,77002.77,105554.36
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,1.4,0.45,0.2
233,Estonia,woodpulp,27,IMPORTS,1000 US$,68.22,0.0,0.03,0.0,0.0,9.19,23.6,0.0,7.23,0.07,16.7,0.0,609.48,186.44,104.05
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,126.2,138.63,138.6,147.98,150.78,158.41,151.04,166.24,169.29,173.09,172.0,164.95,166.94,174.0,185.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,126.36,125.36,133.93,132.55,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 US$,82177.63,86913.52,65737.54,88219.4,87897.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 US$,43.77,0.0,0.03,0.0,0.0,9.19,23.6,0.0,7.23,0.07,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,126.2,138.63,138.6,147.98,150.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,143.32,131.75,157.41,155.09,158.29,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,82460.1,80002.79,91287.45,78423.78,76398.03,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 US$,24.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,0.0,0.0,0.0,0.0,0.0,158.41,151.04,166.24,169.29,173.09,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.01,0.0,0.27,2.99,3.07,6.26,15.99,18.24,34.81,30.48,22.04,36.4,39.35,31.41
233,Estonia,woodpulp,27,EXPORTS,1000 US$,75.0,16.4,0.0,284.94,2322.62,2255.91,4281.91,10438.33,10955.6,18973.12,19161.82,15686.5,23214.79,21464.79,25063.36
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.18,0.42,0.1,0.04,1.58,12.28,21.56,27.57,41.58,35.02,33.01,16.63,44.72,43.84,43.87
233,Estonia,woodpulp,27,IMPORTS,1000 US$,118.18,250.46,63.63,43.85,1189.95,6771.15,13294.35,17649.77,23729.83,18149.79,20130.81,13483.57,25447.3,20579.41,28845.82
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,64.0,61.59,60.5,72.79,70.0,74.44,72.83,68.51,64.6,65.52,67.0,70.0,55.3,72.0,75.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.0,0.0,0.27,2.99,3.07,6.26,15.99,18.24,34.81,30.47,22.04,36.4,39.35,31.41
233,Estonia,woodpulp,27,EXPORTS,1000 US$,0.54,0.0,0.0,284.94,2320.93,2254.25,4281.91,10438.33,10955.6,18973.12,19158.53,15686.5,23214.79,21464.79,25063.36
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.17,0.41,0.1,0.04,1.58,12.28,21.55,27.57,41.56,33.16,28.9,16.6,44.7,38.23,43.84
233,Estonia,woodpulp,27,IMPORTS,1000 US$,103.72,234.82,55.49,31.3,1180.16,6759.24,13272.33,17636.01,23703.13,17055.69,17466.83,13438.99,25403.88,17894.28,28795.6
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,64.0,61.59,60.5,72.79,70.0,74.44,72.83,68.51,64.6,65.52,67.0,70.0,55.3,72.0,75.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 US$,0.54,0.0,0.0,0.0,0.0,61.24,0.0,0.0,0.0,172.18,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 US$,0.0,141.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.7,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,64.0,61.59,60.5,72.79,70.0,74.44,72.83,68.51,64.6,65.52,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.22,0.08,3.08
233,Estonia,woodpulp,27,EXPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.91,0.0,126.06,49.77,2504.35
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,1.21,1.35,6.77
233,Estonia,woodpulp,27,IMPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.99,0.0,564.46,612.4,4089.59
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,70.0,55.3,72.0,75.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.0,0.0,0.27,2.99,3.0,6.26,15.99,18.24,34.5,30.07,22.04,36.18,39.26,28.33
233,Estonia,woodpulp,27,EXPORTS,1000 US$,0.0,0.0,0.0,284.94,2320.93,2193.01,4281.91,10438.33,10955.6,18800.94,18958.61,15686.5,23088.72,21415.01,22559.0
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.17,0.14,0.1,0.04,1.58,12.28,21.55,27.57,41.56,32.28,28.6,16.6,43.49,36.87,37.07
233,Estonia,woodpulp,27,IMPORTS,1000 US$,103.72,93.64,55.49,31.3,1180.16,6759.24,13272.33,17636.01,23703.13,16622.99,17319.84,13438.99,24839.41,17281.87,24706.0
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 US$,74.45,16.4,0.0,0.0,1.68,1.65,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.86,4.11,0.02,0.02,5.61,0.02
233,Estonia,woodpulp,27,IMPORTS,1000 US$,14.45,15.64,8.13,12.55,9.78,11.91,22.01,13.76,26.69,1094.09,2663.97,44.58,43.42,2685.13,50.21
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,EXPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,IMPORTS,1000 US$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Estonia,woodpulp,27,PRODUCTION,1000 m.t.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
