country_id,year,EXPORTS,IMPORTS,difference
Slovakia,2012,8164040.460000001,5618149.65,2545890.8100000005
Slovakia,2013,6930561.16,4791314.42,2139246.74
Slovakia,2014,8096501.9,5809885.9,2286616.0
Slovakia,2015,7032636.07,4465823.35,2566812.7200000007
Slovakia,2016,7222330.12,4610176.08,2612154.04
Slovakia,2017,7752373.41,4925408.27,2826965.1400000006
Slovakia,2018,8737999.540000001,5579033.15,3158966.3900000006
Slovakia,2019,8073965.470000001,5285502.59,2788462.880000001
Slovakia,2020,7603391.17,5012981.7700000005,2590409.3999999994
Slovakia,2021,10073682.36,7042364.3,3031318.0599999996
Slovenia,2007,6191702.92,4189395.9099999997,2002307.0100000002
Slovenia,2008,6224740.63,4317307.39,1907433.2400000002
Slovenia,2009,5132950.8,3417513.09,1715437.71
Slovenia,2010,5183544.64,3755650.76,1427893.88
Slovenia,2011,5924776.72,4152630.49,1772146.2299999995
Slovenia,2012,5086408.97,3734152.8600000003,1352256.1099999994
Slovenia,2013,5274899.21,3882038.33,1392860.88
Slovenia,2014,5913416.16,4191707.57,1721708.5900000003
Slovenia,2015,5195912.03,3840681.95,1355230.08
Slovenia,2016,5607674.87,4250793.45,1356881.42
Slovenia,2017,5786792.76,4494050.47,1292742.29
Slovenia,2018,6208026.77,5361789.46,846237.3099999996
Slovenia,2019,5638363.84,4903240.96,735122.8799999999
Slovenia,2020,5236286.640000001,4747812.68,488473.9600000009
Slovenia,2021,6397406.52,5908834.13,488572.38999999966
Spain,2007,26555933.479999997,36368433.0,-9812499.520000003
Spain,2008,27673355.15,34238588.94,-6565233.789999999
Spain,2009,22619678.13,26586384.2,-3966706.0700000003
Spain,2010,23868785.8,25961660.7,-2092874.8999999985
Spain,2011,27704984.34,27795248.64,-90264.30000000075
Spain,2012,24359302.28,23001204.72,1358097.5600000024
Spain,2013,24663790.02,22094172.6,2569617.419999998
Spain,2014,23823789.46,22817632.41,1006157.0500000007
Spain,2015,19670918.46,20229833.55,-558915.0899999999
Spain,2016,20159279.08,20470775.04,-311495.9600000009
Spain,2017,21921843.87,21604730.21,317113.66000000015
Spain,2018,23806121.89,24495356.930000003,-689235.0400000028
Spain,2019,22109699.84,22534518.189999998,-424818.34999999776
Spain,2020,18370045.84,17514359.35,855686.4899999984
Spain,2021,23014382.65,21728876.2,1285506.4499999993
Sweden,2007,62925252.47,13800636.3,49124616.17
Sweden,2008,65277866.58,14456609.920000002,50821256.66
Sweden,2009,53829586.58,9566077.72,44263508.86
Sweden,2010,58490374.95,11534091.34,46956283.61
Sweden,2011,71616416.45,17738039.01,53878377.44
Sweden,2012,62682957.36,15558252.07,47124705.29
Sweden,2013,64821191.269999996,15017383.5,49803807.769999996
Sweden,2014,60836764.36000001,15448047.149999999,45388717.21000001
Sweden,2015,52135233.59,12423757.97,39711475.620000005
Sweden,2016,49420815.89,12854055.82,36566760.07
Sweden,2017,53392451.87,14278186.2,39114265.67
Sweden,2018,58562368.04,17650106.62,40912261.42
Sweden,2019,55662439.71,15981550.049999999,39680889.660000004
Sweden,2020,54766024.35,14232406.37,40533617.980000004
Sweden,2021,67251673.35,16604353.15,50647320.199999996
Switzerland,2007,11346942.379999999,21557101.94,-10210159.560000002
Switzerland,2008,12537057.139999999,23494822.38,-10957765.24
Switzerland,2009,9902258.52,20185765.46,-10283506.940000001
Switzerland,2010,11128362.64,21390983.130000003,-10262620.490000002
Switzerland,2011,11399586.55,23661122.08,-12261535.529999997
Switzerland,2012,8097645.359999999,17554566.18,-9456920.82
Switzerland,2013,7802524.73,18117067.67,-10314542.940000001
Switzerland,2014,7844624.96,18354377.07,-10509752.11
Switzerland,2015,6727342.09,15758031.31,-9030689.22
Switzerland,2016,6394445.26,15489457.99,-9095012.73
Switzerland,2017,7164525.54,16516304.49,-9351778.95
Switzerland,2018,6973209.66,17332463.19,-10359253.530000001
Switzerland,2019,6207030.49,16134359.17,-9927328.68
Switzerland,2020,6219222.84,16416364.879999999,-10197142.04
Switzerland,2021,5560816.99,15843076.399999999,-10282259.409999998
Tajikistan,2007,,23883.4,
Tajikistan,2008,,25465.6,
Tajikistan,2009,,24302.2,
Tajikistan,2010,,24001.4,
Tajikistan,2011,287.98,311512.85,-311224.87
Tajikistan,2012,43.11,324416.28,-324373.17000000004
Tajikistan,2013,5.6000000000000005,361229.6,-361224.0
Tajikistan,2014,1.2,371725.1,-371723.89999999997
Tajikistan,2015,21.48,259378.69,-259357.21
Tajikistan,2016,1.2,259469.29,-259468.09
Tajikistan,2017,1.2,276360.76,-276359.56
Tajikistan,2018,1.2,276360.75,-276359.55
Tajikistan,2019,4709.710000000001,306994.02,-302284.31
Tajikistan,2020,2986.06,276848.83,-273862.77
Tajikistan,2021,2986.06,276848.83,-273862.77
Turkey,2007,3717021.3000000003,13941844.59,-10224823.29
Turkey,2008,4260482.62,14879057.1,-10618574.48
Turkey,2009,5242056.0,11915248.399999999,-6673192.3999999985
Turkey,2010,6249461.74,16407117.71,-10157655.97
Turkey,2011,9072861.67,18924215.41,-9851353.74
Turkey,2012,7901564.88,17917209.89,-10015645.010000002
Turkey,2013,7746760.49,17996739.38,-10249978.889999999
Turkey,2014,7466841.83,17670398.68,-10203556.85
Turkey,2015,7272462.29,16128753.06,-8856290.77
Turkey,2016,8756582.3,16916060.0,-8159477.699999999
Turkey,2017,9813205.0,17514320.0,-7701115.0
Turkey,2018,10158425.4,16525767.120000001,-6367341.720000001
Turkey,2019,11274657.75,14123058.64,-2848400.8900000006
Turkey,2020,9706770.200000001,13183156.0,-3476385.799999999
Turkey,2021,17366443.0,15579694.0,1786749.0
Turkmenistan,2011,,227495.92,
Turkmenistan,2012,19.46,556362.73,-556343.27
Turkmenistan,2013,19.48,581587.01,-581567.53
Turkmenistan,2014,19.48,536645.62,-536626.14
Turkmenistan,2015,19.48,481177.62000000005,-481158.1400000001
Turkmenistan,2016,19.48,481177.62000000005,-481158.1400000001
Turkmenistan,2017,19.48,494382.05000000005,-494362.57000000007
Turkmenistan,2018,1314.45,226372.43,-225057.97999999998
Turkmenistan,2019,1802.04,182799.73,-180997.69
Turkmenistan,2020,1802.04,182799.73,-180997.69
Turkmenistan,2021,1802.04,182799.73,-180997.69
Ukraine,2007,4897236.430000001,5783608.7,-886372.2699999996
Ukraine,2008,4901284.430000001,5785554.3,-884269.8699999992
Ukraine,2009,4725545.94,5647275.9799999995,-921730.0399999991
Ukraine,2010,5200564.48,6283276.159999999,-1082711.6799999988
Ukraine,2011,6535137.49,7037358.720000001,-502221.23000000045
Ukraine,2012,5385396.59,5481116.36,-95719.77000000048
Ukraine,2013,6632579.49,5957557.430000001,675022.0599999996
Ukraine,2014,6652252.74,5805251.140000001,847001.5999999996
Ukraine,2015,6748503.87,5795269.15,953234.7199999997
Ukraine,2016,6285957.88,5786890.140000001,499067.7399999993
Ukraine,2017,5293816.17,3943143.1100000003,1350673.0599999996
Ukraine,2018,6194893.39,4580295.8100000005,1614597.5799999991
Ukraine,2019,5769831.87,4369080.7299999995,1400751.1400000006
Ukraine,2020,5646748.6,4123562.16,1523186.4399999995
Ukraine,2021,6344690.58,4278680.15,2066010.4299999997
United Kingdom,2007,26809562.78,77087276.02,-50277713.239999995
United Kingdom,2008,26137332.3,70869754.31,-44732422.010000005
United Kingdom,2009,21035896.689999998,55354722.43,-34318825.74
United Kingdom,2010,21442472.38,61158501.96,-39716029.58
United Kingdom,2011,24808162.56,63888588.12,-39080425.56
United Kingdom,2012,24428004.08,60335870.059999995,-35907865.98
United Kingdom,2013,13839498.53,54775457.7,-40935959.17
United Kingdom,2014,14289521.72,60910470.43,-46620948.71
United Kingdom,2015,12785191.94,60403726.25,-47618534.31
United Kingdom,2016,10853346.08,52541661.07,-41688314.99
United Kingdom,2017,11748705.930000002,52619720.25,-40871014.32
United Kingdom,2018,12162864.88,54937486.06,-42774621.18
United Kingdom,2019,11551028.55,54373212.4,-42822183.849999994
United Kingdom,2020,10441638.639999999,48398317.08,-37956678.44
United Kingdom,2021,13324814.34,58479542.199999996,-45154727.86
United States,2007,96523876.92,156825256.52,-60301379.60000001
United States,2008,97367641.36999999,142743792.32999998,-45376150.95999999
United States,2009,88038042.12,108150972.93,-20112930.810000002
United States,2010,105198958.07,123682877.0,-18483918.930000007
United States,2011,113849904.72000001,124214886.32,-10364981.59999998
United States,2012,104545355.52000001,124044699.22,-19499343.699999988
United States,2013,113769690.18,148220136.18,-34450446.0
United States,2014,111799488.96000001,145482520.78,-33683031.81999999
United States,2015,103583383.44,147502692.56,-43919309.120000005
United States,2016,100923506.86,141901861.16,-40978354.3
United States,2017,110669960.01,149932410.03,-39262450.019999996
United States,2018,113921337.58,169732888.66,-55811551.08
United States,2019,100603197.82,149972326.29,-49369128.47
United States,2020,91468158.33,150498346.54999998,-59030188.219999984
United States,2021,107743887.59,205071376.62,-97327489.03
Uzbekistan,2007,20698.66,1073190.41,-1052491.75
Uzbekistan,2008,20713.26,1493677.97,-1472964.71
Uzbekistan,2009,20713.26,1142284.19,-1121570.93
Uzbekistan,2010,20713.26,1166480.06,-1145766.8
Uzbekistan,2011,53730.69,1601694.75,-1547964.06
Uzbekistan,2012,32455.339999999997,1741905.94,-1709450.5999999999
Uzbekistan,2013,42851.1,2053818.85,-2010967.75
Uzbekistan,2014,42851.1,2053818.85,-2010967.75
Uzbekistan,2015,41642.43,1480022.6199999999,-1438380.19
Uzbekistan,2016,45344.799999999996,1572617.08,-1527272.28
Uzbekistan,2017,57062.77999999999,1779523.22,-1722460.44
Uzbekistan,2018,80237.7,2531813.46,-2451575.76
Uzbekistan,2019,100446.22,2950767.43,-2850321.21
Uzbekistan,2020,96145.25,2752980.42,-2656835.17
Uzbekistan,2021,171585.74,3501957.04,-3330371.3
