country_id,product,product_code,flow,unit,year,value
Albania,engineered wood products,4,IMPORTS,1000 US$,2007,15888.029999999999
Albania,engineered wood products,4,IMPORTS,1000 m3,2007,140.80999999999997
Albania,engineered wood products,4,PRODUCTION,1000 m3,2007,12.0
Albania,"paper,print and packaging",8,EXPORTS,1000 m.t.,2007,0.08
Albania,"paper,print and packaging",8,IMPORTS,1000 m.t.,2007,20.63
Albania,pulpwood,11,IMPORTS,1000 m.t.,2007,4.3
Albania,roundwood,14,EXPORTS,1000 US$,2007,1750.4599999999998
Albania,roundwood,14,EXPORTS,1000 m3,2007,58.589999999999996
Albania,roundwood,14,IMPORTS,1000 US$,2007,343.42
Albania,roundwood,14,IMPORTS,1000 m3,2007,2.9499999999999997
Albania,roundwood,14,REMOVALS,1000 m3,2007,1149.97
Albania,sawlogs and veneer logs,15,REMOVALS,1000 m3,2007,29.990000000000002
Albania,sawnwood,16,EXPORTS,1000 US$,2007,12044.33
Albania,sawnwood,16,EXPORTS,1000 m3,2007,65.48
Albania,sawnwood,16,IMPORTS,1000 US$,2007,11551.57
Albania,sawnwood,16,IMPORTS,1000 m3,2007,65.75
Albania,sawnwood,16,PRODUCTION,1000 m3,2007,16.0
Albania,veneer sheets,19,IMPORTS,1000 US$,2007,787.47
Albania,veneer sheets,19,IMPORTS,1000 m3,2007,0.8
Albania,wood charcoal,20,EXPORTS,1000 US$,2007,1005.87
Albania,wood charcoal,20,EXPORTS,1000 m.t.,2007,4.0
Albania,wood charcoal,20,PRODUCTION,1000 m.t.,2007,60.0
Albania,wood fuel,21,EXPORTS,1000 US$,2007,1053.76
Albania,wood fuel,21,EXPORTS,1000 m3,2007,56.3
Albania,wood fuel,21,REMOVALS,1000 m3,2007,700.0
Albania,"wood residue, chips and particles",23,EXPORTS,1000 US$,2007,194.0
Albania,"wood residue, chips and particles",23,EXPORTS,1000 m3,2007,7.8
Albania,"wood residue, chips and particles",23,PRODUCTION,1000 m3,2007,10.0
Albania,wood-based panels,24,IMPORTS,1000 US$,2007,22791.17
Albania,wood-based panels,24,IMPORTS,1000 m3,2007,223.37
Albania,wood-based panels,24,PRODUCTION,1000 m3,2007,22.0
Albania,woodpulp,27,IMPORTS,1000 m.t.,2007,12.9
Armenia,"articles, moulded or pressed from pulp",0,IMPORTS,1000 US$,2007,260.7
Armenia,builder's joinery and carpentry of wood,1,EXPORTS,1000 US$,2007,7.8
Armenia,builder's joinery and carpentry of wood,1,IMPORTS,1000 US$,2007,2906.9
Armenia,case materials,2,IMPORTS,1000 US$,2007,4276.63
Armenia,case materials,2,IMPORTS,1000 m.t.,2007,5.06
Armenia,case materials,2,PRODUCTION,1000 m.t.,2007,13.18
Armenia,domestic/decorative products,3,EXPORTS,1000 US$,2007,33.9
Armenia,domestic/decorative products,3,IMPORTS,1000 US$,2007,199.9
Armenia,engineered wood products,4,IMPORTS,1000 US$,2007,23544.739999999998
Armenia,engineered wood products,4,IMPORTS,1000 m3,2007,72.44
Armenia,engineered wood products,4,PRODUCTION,1000 m3,2007,20.58
Armenia,non-wood pulp,5,IMPORTS,1000 US$,2007,0.26
Armenia,other manufactured wood products,6,EXPORTS,1000 US$,2007,4.5
Armenia,other manufactured wood products,6,IMPORTS,1000 US$,2007,344.5
Armenia,other pulp,7,IMPORTS,1000 US$,2007,2.1
Armenia,"paper,print and packaging",8,EXPORTS,1000 US$,2007,11009.58
Armenia,"paper,print and packaging",8,EXPORTS,1000 m.t.,2007,0.11
Armenia,"paper,print and packaging",8,IMPORTS,1000 US$,2007,151549.54
Armenia,"paper,print and packaging",8,IMPORTS,1000 m.t.,2007,77.6
Armenia,"paper,print and packaging",8,PRODUCTION,1000 m.t.,2007,92.22
Armenia,prefabricated buildings (discontinued 2017),9,IMPORTS,1000 US$,2007,2252.4
Armenia,prefabricated buildings of wood,10,IMPORTS,1000 US$,2007,72.7
Armenia,pulpwood,11,IMPORTS,1000 US$,2007,92.05
Armenia,pulpwood,11,IMPORTS,1000 m.t.,2007,0.08
Armenia,recovered fibre pulp,12,IMPORTS,1000 US$,2007,1.83
Armenia,roundwood,14,EXPORTS,1000 US$,2007,1924.49
Armenia,roundwood,14,EXPORTS,1000 m3,2007,13.22
Armenia,roundwood,14,IMPORTS,1000 US$,2007,1027.47
Armenia,roundwood,14,IMPORTS,1000 m3,2007,6.07
Armenia,roundwood,14,REMOVALS,1000 m3,2007,104.0
Armenia,sawlogs and veneer logs,15,REMOVALS,1000 m3,2007,12.0
Armenia,sawnwood,16,EXPORTS,1000 US$,2007,373.84
Armenia,sawnwood,16,EXPORTS,1000 m3,2007,0.7
Armenia,sawnwood,16,IMPORTS,1000 US$,2007,25570.510000000002
Armenia,sawnwood,16,IMPORTS,1000 m3,2007,125.57000000000001
Armenia,sawnwood,16,PRODUCTION,1000 m3,2007,1.8
Armenia,secondary processed wooden products,17,EXPORTS,1000 US$,2007,108.19
Armenia,secondary processed wooden products,17,IMPORTS,1000 US$,2007,17357.0
Armenia,veneer sheets,19,EXPORTS,1000 US$,2007,99.75
Armenia,veneer sheets,19,EXPORTS,1000 m3,2007,0.15000000000000002
Armenia,veneer sheets,19,IMPORTS,1000 US$,2007,15.27
Armenia,wood charcoal,20,IMPORTS,1000 US$,2007,0.37
Armenia,wood fuel,21,REMOVALS,1000 m3,2007,80.0
Armenia,"wood residue, chips and particles",23,IMPORTS,1000 US$,2007,89.08
Armenia,"wood residue, chips and particles",23,IMPORTS,1000 m3,2007,0.22
Armenia,wood-based panels,24,EXPORTS,1000 US$,2007,33.25
Armenia,wood-based panels,24,EXPORTS,1000 m3,2007,0.05
Armenia,wood-based panels,24,IMPORTS,1000 US$,2007,36059.600000000006
Armenia,wood-based panels,24,IMPORTS,1000 m3,2007,116.17
Armenia,wood-based panels,24,PRODUCTION,1000 m3,2007,20.58
Armenia,wooden furniture,25,EXPORTS,1000 US$,2007,61.1
Armenia,wooden furniture,25,IMPORTS,1000 US$,2007,13225.2
Armenia,wooden wrapping and packing equipment,26,EXPORTS,1000 US$,2007,0.6
Armenia,wooden wrapping and packing equipment,26,IMPORTS,1000 US$,2007,486.3
Armenia,woodpulp,27,IMPORTS,1000 US$,2007,276.13
Armenia,woodpulp,27,IMPORTS,1000 m.t.,2007,0.24
Austria,"articles, moulded or pressed from pulp",0,EXPORTS,1000 US$,2007,837.37
Austria,"articles, moulded or pressed from pulp",0,IMPORTS,1000 US$,2007,9376.96
Austria,builder's joinery and carpentry of wood,1,EXPORTS,1000 US$,2007,1431899.8
Austria,builder's joinery and carpentry of wood,1,IMPORTS,1000 US$,2007,329872.5
Austria,case materials,2,EXPORTS,1000 US$,2007,455607.65
Austria,case materials,2,EXPORTS,1000 m.t.,2007,760.35
Austria,case materials,2,IMPORTS,1000 US$,2007,186462.01
Austria,case materials,2,IMPORTS,1000 m.t.,2007,258.0
Austria,case materials,2,PRODUCTION,1000 m.t.,2007,1094.0
Austria,domestic/decorative products,3,EXPORTS,1000 US$,2007,20499.93
Austria,domestic/decorative products,3,IMPORTS,1000 US$,2007,39917.18
Austria,engineered wood products,4,EXPORTS,1000 US$,2007,2372127.19
Austria,engineered wood products,4,EXPORTS,1000 m3,2007,4281.0
Austria,engineered wood products,4,IMPORTS,1000 US$,2007,657813.92
Austria,engineered wood products,4,IMPORTS,1000 m3,2007,1166.0
Austria,engineered wood products,4,PRODUCTION,1000 m3,2007,4918.4
Austria,non-wood pulp,5,EXPORTS,1000 US$,2007,13044.41
Austria,non-wood pulp,5,EXPORTS,1000 m.t.,2007,13.0
Austria,non-wood pulp,5,IMPORTS,1000 US$,2007,37180.29
Austria,non-wood pulp,5,IMPORTS,1000 m.t.,2007,14.0
Austria,other manufactured wood products,6,EXPORTS,1000 US$,2007,63189.64
Austria,other manufactured wood products,6,IMPORTS,1000 US$,2007,133335.95
Austria,other pulp,7,EXPORTS,1000 US$,2007,16510.41
Austria,other pulp,7,EXPORTS,1000 m.t.,2007,18.0
Austria,other pulp,7,IMPORTS,1000 US$,2007,37687.37
Austria,other pulp,7,IMPORTS,1000 m.t.,2007,15.0
Austria,other pulp,7,PRODUCTION,1000 m.t.,2007,2127.0
Austria,"paper,print and packaging",8,EXPORTS,1000 US$,2007,18235298.55
Austria,"paper,print and packaging",8,EXPORTS,1000 m.t.,2007,16591.48
Austria,"paper,print and packaging",8,IMPORTS,1000 US$,2007,10289366.62
Austria,"paper,print and packaging",8,IMPORTS,1000 m.t.,2007,6214.0
Austria,"paper,print and packaging",8,PRODUCTION,1000 m.t.,2007,20534.55
Austria,prefabricated buildings (discontinued 2017),9,EXPORTS,1000 US$,2007,119395.22
Austria,prefabricated buildings (discontinued 2017),9,IMPORTS,1000 US$,2007,142251.04
Austria,prefabricated buildings of wood,10,EXPORTS,1000 US$,2007,62690.14
Austria,prefabricated buildings of wood,10,IMPORTS,1000 US$,2007,54796.49
Austria,pulpwood,11,EXPORTS,1000 US$,2007,220801.26
Austria,pulpwood,11,EXPORTS,1000 m.t.,2007,284.01
Austria,pulpwood,11,IMPORTS,1000 US$,2007,479198.06
Austria,pulpwood,11,IMPORTS,1000 m.t.,2007,671.0
Austria,pulpwood,11,PRODUCTION,1000 m.t.,2007,1989.0
Austria,pulpwood,11,REMOVALS,1000 m3,2007,6319.42
Austria,recovered fibre pulp,12,EXPORTS,1000 US$,2007,3465.99
Austria,recovered fibre pulp,12,EXPORTS,1000 m.t.,2007,5.0
Austria,recovered fibre pulp,12,IMPORTS,1000 US$,2007,507.08
Austria,recovered fibre pulp,12,IMPORTS,1000 m.t.,2007,1.0
Austria,recovered fibre pulp,12,PRODUCTION,1000 m.t.,2007,2127.0
Austria,roundwood,14,EXPORTS,1000 US$,2007,532625.59
Austria,roundwood,14,EXPORTS,1000 m3,2007,4409.99
Austria,roundwood,14,IMPORTS,1000 US$,2007,4028374.99
Austria,roundwood,14,IMPORTS,1000 m3,2007,43676.44
Austria,roundwood,14,REMOVALS,1000 m3,2007,75676.58
Austria,sawlogs and veneer logs,15,REMOVALS,1000 m3,2007,26722.49
Austria,sawnwood,16,EXPORTS,1000 US$,2007,6493775.69
Austria,sawnwood,16,EXPORTS,1000 m3,2007,22999.78
Austria,sawnwood,16,IMPORTS,1000 US$,2007,1771107.26
Austria,sawnwood,16,IMPORTS,1000 m3,2007,4848.07
Austria,sawnwood,16,PRODUCTION,1000 m3,2007,23632.0
Austria,secondary processed wooden products,17,EXPORTS,1000 US$,2007,2522540.32
Austria,secondary processed wooden products,17,IMPORTS,1000 US$,2007,2017830.78
Austria,veneer sheets,19,EXPORTS,1000 US$,2007,216758.25999999998
Austria,veneer sheets,19,EXPORTS,1000 m3,2007,76.0
Austria,veneer sheets,19,IMPORTS,1000 US$,2007,273096.8
Austria,veneer sheets,19,IMPORTS,1000 m3,2007,131.0
Austria,veneer sheets,19,PRODUCTION,1000 m3,2007,95.19
Austria,wood charcoal,20,EXPORTS,1000 US$,2007,672.91
Austria,wood charcoal,20,EXPORTS,1000 m.t.,2007,1.0
Austria,wood charcoal,20,IMPORTS,1000 US$,2007,6256.33
Austria,wood charcoal,20,IMPORTS,1000 m.t.,2007,11.0
Austria,wood fuel,21,EXPORTS,1000 US$,2007,2063.97
Austria,wood fuel,21,EXPORTS,1000 m3,2007,45.0
Austria,wood fuel,21,IMPORTS,1000 US$,2007,25478.96
Austria,wood fuel,21,IMPORTS,1000 m3,2007,261.0
Austria,wood fuel,21,REMOVALS,1000 m3,2007,9592.73
Austria,"wood residue, chips and particles",23,EXPORTS,1000 US$,2007,288238.08
Austria,"wood residue, chips and particles",23,EXPORTS,1000 m3,2007,2774.0
Austria,"wood residue, chips and particles",23,IMPORTS,1000 US$,2007,271293.2
Austria,"wood residue, chips and particles",23,IMPORTS,1000 m3,2007,4378.0
Austria,"wood residue, chips and particles",23,PRODUCTION,1000 m3,2007,17006.0
Austria,wood-based panels,24,EXPORTS,1000 US$,2007,3323531.05
Austria,wood-based panels,24,EXPORTS,1000 m3,2007,6653.0
Austria,wood-based panels,24,IMPORTS,1000 US$,2007,882407.38
Austria,wood-based panels,24,IMPORTS,1000 m3,2007,1513.0
Austria,wood-based panels,24,PRODUCTION,1000 m3,2007,7633.4
Austria,wooden furniture,25,EXPORTS,1000 US$,2007,720861.07
Austria,wooden furniture,25,IMPORTS,1000 US$,2007,1277156.6
Austria,wooden wrapping and packing equipment,26,EXPORTS,1000 US$,2007,40727.14
Austria,wooden wrapping and packing equipment,26,IMPORTS,1000 US$,2007,112875.75
Austria,woodpulp,27,EXPORTS,1000 US$,2007,652407.32
Austria,woodpulp,27,EXPORTS,1000 m.t.,2007,842.0
Austria,woodpulp,27,IMPORTS,1000 US$,2007,1310570.73
Austria,woodpulp,27,IMPORTS,1000 m.t.,2007,1868.0
Austria,woodpulp,27,PRODUCTION,1000 m.t.,2007,5047.0
Azerbaijan,"articles, moulded or pressed from pulp",0,IMPORTS,1000 US$,2007,219.3
Azerbaijan,builder's joinery and carpentry of wood,1,EXPORTS,1000 US$,2007,19.4
Azerbaijan,builder's joinery and carpentry of wood,1,IMPORTS,1000 US$,2007,4953.2
Azerbaijan,case materials,2,EXPORTS,1000 US$,2007,31.04
Azerbaijan,case materials,2,EXPORTS,1000 m.t.,2007,0.05
Azerbaijan,case materials,2,IMPORTS,1000 US$,2007,6070.86
Azerbaijan,case materials,2,IMPORTS,1000 m.t.,2007,13.82
Azerbaijan,domestic/decorative products,3,EXPORTS,1000 US$,2007,4.9
Azerbaijan,domestic/decorative products,3,IMPORTS,1000 US$,2007,50.0
Azerbaijan,engineered wood products,4,EXPORTS,1000 US$,2007,1.5
Azerbaijan,engineered wood products,4,IMPORTS,1000 US$,2007,41835.37
Azerbaijan,engineered wood products,4,IMPORTS,1000 m3,2007,363.66
Azerbaijan,non-wood pulp,5,IMPORTS,1000 US$,2007,10.53
Azerbaijan,other manufactured wood products,6,EXPORTS,1000 US$,2007,372.7
Azerbaijan,other manufactured wood products,6,IMPORTS,1000 US$,2007,302.3
Azerbaijan,other pulp,7,IMPORTS,1000 US$,2007,12.85
Azerbaijan,"paper,print and packaging",8,EXPORTS,1000 US$,2007,5656.32
Azerbaijan,"paper,print and packaging",8,EXPORTS,1000 m.t.,2007,2.06
Azerbaijan,"paper,print and packaging",8,IMPORTS,1000 US$,2007,217329.41999999998
Azerbaijan,"paper,print and packaging",8,IMPORTS,1000 m.t.,2007,133.57999999999998
Azerbaijan,"paper,print and packaging",8,PRODUCTION,1000 m.t.,2007,0.8
Azerbaijan,prefabricated buildings (discontinued 2017),9,EXPORTS,1000 US$,2007,381.6
Azerbaijan,prefabricated buildings (discontinued 2017),9,IMPORTS,1000 US$,2007,6729.0
Azerbaijan,prefabricated buildings of wood,10,EXPORTS,1000 US$,2007,26.3
Azerbaijan,prefabricated buildings of wood,10,IMPORTS,1000 US$,2007,234.1
Azerbaijan,pulpwood,11,IMPORTS,1000 US$,2007,33.95
Azerbaijan,pulpwood,11,IMPORTS,1000 m.t.,2007,0.01
Azerbaijan,pulpwood,11,REMOVALS,1000 m3,2007,2.2
Azerbaijan,recovered fibre pulp,12,IMPORTS,1000 US$,2007,2.32
Azerbaijan,roundwood,14,EXPORTS,1000 US$,2007,4.6000000000000005
Azerbaijan,roundwood,14,EXPORTS,1000 m3,2007,0.05
Azerbaijan,roundwood,14,IMPORTS,1000 US$,2007,4324.28
Azerbaijan,roundwood,14,IMPORTS,1000 m3,2007,28.22
Azerbaijan,roundwood,14,REMOVALS,1000 m3,2007,21.8
Azerbaijan,sawlogs and veneer logs,15,REMOVALS,1000 m3,2007,2.2
Azerbaijan,sawnwood,16,EXPORTS,1000 US$,2007,729.98
Azerbaijan,sawnwood,16,EXPORTS,1000 m3,2007,2.18
Azerbaijan,sawnwood,16,IMPORTS,1000 US$,2007,78209.44
Azerbaijan,sawnwood,16,IMPORTS,1000 m3,2007,1485.3
Azerbaijan,sawnwood,16,PRODUCTION,1000 m3,2007,2.6
Azerbaijan,secondary processed wooden products,17,EXPORTS,1000 US$,2007,9565.93
Azerbaijan,secondary processed wooden products,17,IMPORTS,1000 US$,2007,24521.19
Azerbaijan,veneer sheets,19,EXPORTS,1000 US$,2007,864.3199999999999
Azerbaijan,veneer sheets,19,EXPORTS,1000 m3,2007,1.74
Azerbaijan,veneer sheets,19,IMPORTS,1000 US$,2007,376.48
Azerbaijan,veneer sheets,19,IMPORTS,1000 m3,2007,2.33
Azerbaijan,wood charcoal,20,EXPORTS,1000 US$,2007,22.05
Azerbaijan,wood charcoal,20,EXPORTS,1000 m.t.,2007,0.02
Azerbaijan,wood charcoal,20,IMPORTS,1000 US$,2007,3.22
Azerbaijan,wood fuel,21,IMPORTS,1000 US$,2007,0.12
Azerbaijan,wood fuel,21,REMOVALS,1000 m3,2007,6.4
Azerbaijan,"wood residue, chips and particles",23,IMPORTS,1000 US$,2007,54.5
Azerbaijan,"wood residue, chips and particles",23,IMPORTS,1000 m3,2007,0.12
Azerbaijan,wood-based panels,24,EXPORTS,1000 US$,2007,423.46
Azerbaijan,wood-based panels,24,EXPORTS,1000 m3,2007,0.86
Azerbaijan,wood-based panels,24,IMPORTS,1000 US$,2007,50139.740000000005
Azerbaijan,wood-based panels,24,IMPORTS,1000 m3,2007,441.87
Azerbaijan,wooden furniture,25,EXPORTS,1000 US$,2007,9135.8
Azerbaijan,wooden furniture,25,IMPORTS,1000 US$,2007,17749.8
Azerbaijan,wooden wrapping and packing equipment,26,EXPORTS,1000 US$,2007,4.33
Azerbaijan,wooden wrapping and packing equipment,26,IMPORTS,1000 US$,2007,243.9
Azerbaijan,woodpulp,27,IMPORTS,1000 US$,2007,101.85000000000001
Azerbaijan,woodpulp,27,IMPORTS,1000 m.t.,2007,0.03
Belarus,"articles, moulded or pressed from pulp",0,EXPORTS,1000 US$,2007,891.5
Belarus,"articles, moulded or pressed from pulp",0,IMPORTS,1000 US$,2007,418.6
Belarus,builder's joinery and carpentry of wood,1,EXPORTS,1000 US$,2007,27003.2
Belarus,builder's joinery and carpentry of wood,1,IMPORTS,1000 US$,2007,5265.1
Belarus,case materials,2,EXPORTS,1000 US$,2007,2167.69
Belarus,case materials,2,EXPORTS,1000 m.t.,2007,8.6
Belarus,case materials,2,IMPORTS,1000 US$,2007,2131.4
Belarus,case materials,2,IMPORTS,1000 m.t.,2007,4.5
Belarus,case materials,2,PRODUCTION,1000 m.t.,2007,193.3
Belarus,engineered wood products,4,EXPORTS,1000 US$,2007,120573.7
Belarus,engineered wood products,4,EXPORTS,1000 m3,2007,518.09
Belarus,engineered wood products,4,IMPORTS,1000 US$,2007,61328.2
Belarus,engineered wood products,4,IMPORTS,1000 m3,2007,197.48999999999998
Belarus,engineered wood products,4,PRODUCTION,1000 m3,2007,1321.0
Belarus,non-wood pulp,5,EXPORTS,1000 US$,2007,3.8
Belarus,non-wood pulp,5,EXPORTS,1000 m.t.,2007,0.1
Belarus,non-wood pulp,5,IMPORTS,1000 US$,2007,361.5
Belarus,non-wood pulp,5,IMPORTS,1000 m.t.,2007,0.6
Belarus,other pulp,7,EXPORTS,1000 US$,2007,3.8
Belarus,other pulp,7,EXPORTS,1000 m.t.,2007,0.1
Belarus,other pulp,7,IMPORTS,1000 US$,2007,472.1
Belarus,other pulp,7,IMPORTS,1000 m.t.,2007,0.89
Belarus,"paper,print and packaging",8,EXPORTS,1000 US$,2007,324370.77
Belarus,"paper,print and packaging",8,EXPORTS,1000 m.t.,2007,295.88
Belarus,"paper,print and packaging",8,IMPORTS,1000 US$,2007,702262.69
Belarus,"paper,print and packaging",8,IMPORTS,1000 m.t.,2007,554.1700000000001
Belarus,"paper,print and packaging",8,PRODUCTION,1000 m.t.,2007,890.1
Belarus,pulpwood,11,EXPORTS,1000 US$,2007,3.3
Belarus,pulpwood,11,EXPORTS,1000 m.t.,2007,0.1
Belarus,pulpwood,11,IMPORTS,1000 US$,2007,23008.6
Belarus,pulpwood,11,IMPORTS,1000 m.t.,2007,39.4
Belarus,pulpwood,11,PRODUCTION,1000 m.t.,2007,65.9
Belarus,pulpwood,11,REMOVALS,1000 m3,2007,3721.6
Belarus,recovered fibre pulp,12,IMPORTS,1000 US$,2007,110.6
Belarus,recovered fibre pulp,12,IMPORTS,1000 m.t.,2007,0.3
Belarus,roundwood,14,EXPORTS,1000 US$,2007,172711.0
Belarus,roundwood,14,EXPORTS,1000 m3,2007,7251.45
Belarus,roundwood,14,IMPORTS,1000 US$,2007,15127.07
Belarus,roundwood,14,IMPORTS,1000 m3,2007,372.3
Belarus,roundwood,14,REMOVALS,1000 m3,2007,36028.6
Belarus,sawlogs and veneer logs,15,REMOVALS,1000 m3,2007,7406.4
Belarus,sawnwood,16,EXPORTS,1000 US$,2007,379010.69
Belarus,sawnwood,16,EXPORTS,1000 m3,2007,3583.5
Belarus,sawnwood,16,IMPORTS,1000 US$,2007,35162.6
Belarus,sawnwood,16,IMPORTS,1000 m3,2007,330.3
Belarus,sawnwood,16,PRODUCTION,1000 m3,2007,4916.0
Belarus,secondary processed wooden products,17,EXPORTS,1000 US$,2007,193157.8
Belarus,secondary processed wooden products,17,IMPORTS,1000 US$,2007,15632.3
Belarus,veneer sheets,19,EXPORTS,1000 US$,2007,1208.0900000000001
Belarus,veneer sheets,19,EXPORTS,1000 m3,2007,4.9
Belarus,veneer sheets,19,IMPORTS,1000 US$,2007,2715.1
Belarus,veneer sheets,19,IMPORTS,1000 m3,2007,6.6000000000000005
Belarus,veneer sheets,19,PRODUCTION,1000 m3,2007,58.0
Belarus,wood charcoal,20,EXPORTS,1000 US$,2007,344.7
Belarus,wood charcoal,20,EXPORTS,1000 m.t.,2007,2.29
Belarus,wood charcoal,20,IMPORTS,1000 US$,2007,46.6
Belarus,wood charcoal,20,IMPORTS,1000 m.t.,2007,0.1
Belarus,wood charcoal,20,PRODUCTION,1000 m.t.,2007,0.7
Belarus,wood fuel,21,EXPORTS,1000 US$,2007,1145.8
Belarus,wood fuel,21,EXPORTS,1000 m3,2007,74.55
Belarus,wood fuel,21,IMPORTS,1000 US$,2007,10.5
Belarus,wood fuel,21,IMPORTS,1000 m3,2007,0.5
Belarus,wood fuel,21,REMOVALS,1000 m3,2007,2690.0
Belarus,"wood residue, chips and particles",23,EXPORTS,1000 US$,2007,57.2
Belarus,"wood residue, chips and particles",23,EXPORTS,1000 m3,2007,1.8
Belarus,"wood residue, chips and particles",23,IMPORTS,1000 US$,2007,127.4
Belarus,"wood residue, chips and particles",23,IMPORTS,1000 m3,2007,2.2
Belarus,"wood residue, chips and particles",23,PRODUCTION,1000 m3,2007,3227.59
Belarus,wood-based panels,24,EXPORTS,1000 US$,2007,141684.2
Belarus,wood-based panels,24,EXPORTS,1000 m3,2007,716.2
Belarus,wood-based panels,24,IMPORTS,1000 US$,2007,94337.0
Belarus,wood-based panels,24,IMPORTS,1000 m3,2007,377.09
Belarus,wood-based panels,24,PRODUCTION,1000 m3,2007,1761.0
Belarus,wooden furniture,25,EXPORTS,1000 US$,2007,139840.6
Belarus,wooden furniture,25,IMPORTS,1000 US$,2007,8112.0
Belarus,wooden wrapping and packing equipment,26,EXPORTS,1000 US$,2007,17275.3
Belarus,wooden wrapping and packing equipment,26,IMPORTS,1000 US$,2007,847.9
Belarus,woodpulp,27,EXPORTS,1000 US$,2007,6.6
Belarus,woodpulp,27,EXPORTS,1000 m.t.,2007,0.2
Belarus,woodpulp,27,IMPORTS,1000 US$,2007,48169.990000000005
Belarus,woodpulp,27,IMPORTS,1000 m.t.,2007,90.0
Belarus,woodpulp,27,PRODUCTION,1000 m.t.,2007,197.70000000000002
Belgium,"articles, moulded or pressed from pulp",0,EXPORTS,1000 US$,2007,4950.98
Belgium,"articles, moulded or pressed from pulp",0,IMPORTS,1000 US$,2007,18240.09
Belgium,builder's joinery and carpentry of wood,1,EXPORTS,1000 US$,2007,195217.58
Belgium,builder's joinery and carpentry of wood,1,IMPORTS,1000 US$,2007,307202.88
Belgium,case materials,2,EXPORTS,1000 US$,2007,418988.88
Belgium,case materials,2,EXPORTS,1000 m.t.,2007,669.59
Belgium,case materials,2,IMPORTS,1000 US$,2007,664706.56
Belgium,case materials,2,IMPORTS,1000 m.t.,2007,1093.45
Belgium,case materials,2,PRODUCTION,1000 m.t.,2007,298.0
Belgium,domestic/decorative products,3,EXPORTS,1000 US$,2007,80178.8
Belgium,domestic/decorative products,3,IMPORTS,1000 US$,2007,99750.81
Belgium,engineered wood products,4,EXPORTS,1000 US$,2007,2918342.7
Belgium,engineered wood products,4,EXPORTS,1000 m3,2007,4103.0
Belgium,engineered wood products,4,IMPORTS,1000 US$,2007,1702709.2
Belgium,engineered wood products,4,IMPORTS,1000 m3,2007,3466.0
Belgium,engineered wood products,4,PRODUCTION,1000 m3,2007,3052.0
Belgium,non-wood pulp,5,EXPORTS,1000 US$,2007,8551.5
Belgium,non-wood pulp,5,EXPORTS,1000 m.t.,2007,3.63
Belgium,non-wood pulp,5,IMPORTS,1000 US$,2007,15067.57
Belgium,non-wood pulp,5,IMPORTS,1000 m.t.,2007,11.85
Belgium,other manufactured wood products,6,EXPORTS,1000 US$,2007,124017.7
Belgium,other manufactured wood products,6,IMPORTS,1000 US$,2007,162649.97
Belgium,other pulp,7,EXPORTS,1000 US$,2007,11101.83
Belgium,other pulp,7,EXPORTS,1000 m.t.,2007,7.99
Belgium,other pulp,7,IMPORTS,1000 US$,2007,21061.72
Belgium,other pulp,7,IMPORTS,1000 m.t.,2007,12.81
Belgium,other pulp,7,PRODUCTION,1000 m.t.,2007,3.0
Belgium,"paper,print and packaging",8,EXPORTS,1000 US$,2007,19115353.1
Belgium,"paper,print and packaging",8,EXPORTS,1000 m.t.,2007,13939.59
Belgium,"paper,print and packaging",8,IMPORTS,1000 US$,2007,20377888.509999998
Belgium,"paper,print and packaging",8,IMPORTS,1000 m.t.,2007,16238.25
Belgium,"paper,print and packaging",8,PRODUCTION,1000 m.t.,2007,8003.0
Belgium,prefabricated buildings (discontinued 2017),9,EXPORTS,1000 US$,2007,362946.98
Belgium,prefabricated buildings (discontinued 2017),9,IMPORTS,1000 US$,2007,139148.5
Belgium,prefabricated buildings of wood,10,EXPORTS,1000 US$,2007,82208.38
Belgium,prefabricated buildings of wood,10,IMPORTS,1000 US$,2007,16748.85
Belgium,pulpwood,11,EXPORTS,1000 US$,2007,883101.81
Belgium,pulpwood,11,EXPORTS,1000 m.t.,2007,1479.71
Belgium,pulpwood,11,IMPORTS,1000 US$,2007,1026733.08
Belgium,pulpwood,11,IMPORTS,1000 m.t.,2007,1159.69
Belgium,pulpwood,11,PRODUCTION,1000 m.t.,2007,528.0
Belgium,pulpwood,11,REMOVALS,1000 m3,2007,2800.0
Belgium,recovered fibre pulp,12,EXPORTS,1000 US$,2007,2550.32
Belgium,recovered fibre pulp,12,EXPORTS,1000 m.t.,2007,4.35
Belgium,recovered fibre pulp,12,IMPORTS,1000 US$,2007,5994.14
Belgium,recovered fibre pulp,12,IMPORTS,1000 m.t.,2007,0.96
Belgium,recovered fibre pulp,12,PRODUCTION,1000 m.t.,2007,3.0
Belgium,roundwood,14,EXPORTS,1000 US$,2007,557917.48
Belgium,roundwood,14,EXPORTS,1000 m3,2007,4065.25
Belgium,roundwood,14,IMPORTS,1000 US$,2007,1359968.04
Belgium,roundwood,14,IMPORTS,1000 m3,2007,20273.38
Belgium,roundwood,14,REMOVALS,1000 m3,2007,18930.0
Belgium,sawlogs and veneer logs,15,REMOVALS,1000 m3,2007,5400.0
Belgium,sawnwood,16,EXPORTS,1000 US$,2007,2104795.44
Belgium,sawnwood,16,EXPORTS,1000 m3,2007,5585.05
Belgium,sawnwood,16,IMPORTS,1000 US$,2007,3056697.81
Belgium,sawnwood,16,IMPORTS,1000 m3,2007,7472.53
